state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
california,5059,no,basic,bachelor,employed,f,67371,rural,married,63,15,14,0.0,3,personal auto,personal l3,offer2,web,86,four-door car,medsize,2
,4531,no,premium,bachelor,unemployed,f,0,suburban,married,119,30,95,0.0,1,personal auto,personal l2,offer1,branch,571,four-door car,medsize,2
oregon,4372,no,basic,bachelor,medical leave,m,20354,suburban,married,116,23,0,0.0,1,personal auto,personal l1,offer3,agent,556,suv,medsize,1
california,4547,no,basic,bachelor,medical leave,f,29031,suburban,married,61,7,19,2.0,3,personal auto,personal l2,offer2,agent,292,four-door car,medsize,2
oregon,4145,no,premium,college,disabled,m,25943,suburban,married,110,26,83,0.0,1,corporate auto,corporate l2,offer1,branch,1067,two-door car,small,1
arizona,5623,no,basic,high school or below,employed,f,77912,rural,single,71,2,21,1.0,3,corporate auto,corporate l3,offer3,branch,23,four-door car,medsize,1
arizona,2230,no,basic,college,unemployed,m,0,suburban,married,62,9,49,0.0,1,personal auto,personal l2,offer1,agent,325,four-door car,medsize,1
nevada,4554,no,basic,bachelor,employed,m,90156,urban,married,114,16,6,0.0,1,personal auto,personal l1,offer2,call center,388,suv,small,1
nevada,2799,no,basic,master,employed,m,78127,rural,married,69,5,6,0.0,1,personal auto,personal l3,offer3,call center,136,four-door car,medsize,1
arizona,37150,no,basic,high school or below,disabled,f,17774,rural,married,108,0,64,0.0,2,personal auto,personal l2,offer3,call center,116,suv,medsize,1
california,5481,no,basic,bachelor,employed,f,70795,urban,married,68,10,95,0.0,4,corporate auto,corporate l1,offer2,call center,177,four-door car,medsize,2
oregon,2403,no,basic,high school or below,disabled,m,24248,suburban,married,70,33,82,3.0,1,personal auto,personal l2,offer1,agent,336,four-door car,medsize,1
oregon,2545,no,basic,high school or below,employed,m,71868,suburban,single,65,6,61,0.0,1,corporate auto,corporate l3,offer4,agent,312,four-door car,small,2
oregon,2754,no,basic,college,employed,m,79507,suburban,married,70,7,17,3.0,1,personal auto,personal l3,offer2,call center,442,two-door car,medsize,2
washington,4462,yes,basic,bachelor,unemployed,f,0,suburban,single,73,35,52,3.0,5,personal auto,personal l1,offer1,web,350,two-door car,medsize,1
oregon,4379,no,basic,doctor,employed,f,40896,urban,married,109,3,61,0.0,1,personal auto,personal l3,offer1,branch,319,sports car,medsize,1
oregon,4879,no,basic,college,unemployed,m,0,suburban,single,67,7,84,0.0,5,personal auto,personal l3,offer1,agent,321,four-door car,medsize,2
nevada,7154,no,basic,bachelor,employed,f,28204,urban,married,182,30,84,0.0,1,personal auto,personal l2,offer2,branch,532,luxury car,medsize,1
california,26511,no,extended,bachelor,employed,m,28773,suburban,single,229,14,72,0.0,2,personal auto,personal l1,offer4,web,1099,luxury car,medsize,1
arizona,4853,no,basic,bachelor,unemployed,f,0,suburban,single,65,24,53,0.0,3,personal auto,personal l3,offer1,web,468,four-door car,medsize,1
washington,9102,no,premium,doctor,employed,m,73759,suburban,married,114,2,25,3.0,6,personal auto,personal l3,offer1,agent,547,four-door car,small,2
oregon,11513,no,basic,bachelor,unemployed,f,0,suburban,divorced,64,26,72,0.0,2,personal auto,personal l3,offer1,web,307,,,2
oregon,19504,no,basic,bachelor,unemployed,m,0,suburban,single,72,17,55,0.0,2,personal auto,personal l1,offer3,agent,345,four-door car,medsize,1
oregon,5875,no,basic,master,employed,m,55836,urban,married,73,8,87,0.0,7,personal auto,personal l3,offer1,web,314,four-door car,medsize,1
washington,6646,no,extended,bachelor,employed,f,95815,suburban,married,82,6,95,0.0,3,personal auto,personal l2,offer3,call center,393,four-door car,small,2
california,2393,no,basic,college,medical leave,m,22981,rural,single,69,30,8,0.0,1,personal auto,personal l2,offer2,call center,16,four-door car,large,1
oregon,10298,no,extended,high school or below,employed,m,64825,urban,married,129,1,78,0.0,4,personal auto,personal l3,offer2,web,359,suv,medsize,1
washington,14413,no,basic,college,employed,f,56457,rural,single,73,27,68,0.0,2,personal auto,personal l2,offer3,web,138,four-door car,large,2
california,2004,yes,basic,college,unemployed,f,0,suburban,divorced,66,16,35,4.0,1,corporate auto,corporate l3,offer1,branch,316,four-door car,small,2
arizona,8630,no,premium,college,employed,m,24065,suburban,divorced,111,30,1,0.0,5,corporate auto,corporate l2,offer1,branch,532,four-door car,medsize,1
california,7704,no,basic,high school or below,employed,m,30366,suburban,single,101,25,13,2.0,3,personal auto,personal l2,offer1,branch,484,suv,medsize,2
oregon,5350,no,extended,college,employed,f,58357,suburban,single,137,27,76,2.0,1,personal auto,personal l2,offer2,call center,708,sports car,medsize,1
california,5931,no,basic,high school or below,employed,f,56617,suburban,married,74,18,24,0.0,3,personal auto,personal l2,offer4,call center,355,four-door car,small,2
california,14941,no,basic,bachelor,disabled,f,22978,suburban,married,190,8,53,0.0,4,personal auto,personal l3,offer1,branch,912,luxury car,medsize,2
oregon,6446,no,extended,high school or below,employed,f,55037,suburban,married,80,20,88,1.0,8,corporate auto,corporate l2,offer3,agent,481,four-door car,medsize,2
california,8467,no,extended,bachelor,unemployed,m,0,suburban,single,122,2,73,0.0,5,personal auto,personal l1,offer1,call center,1100,suv,medsize,1
nevada,3697,no,premium,bachelor,unemployed,m,0,suburban,single,113,3,91,0.0,1,personal auto,personal l3,offer1,agent,813,two-door car,medsize,2
oregon,6271,no,extended,college,employed,f,94880,urban,single,79,18,73,3.0,3,special auto,special l2,offer1,agent,347,four-door car,medsize,1
california,2551,yes,basic,master,employed,m,79751,suburban,married,63,15,67,0.0,1,personal auto,personal l3,offer3,web,392,two-door car,small,1
oregon,2643,no,extended,college,unemployed,f,0,suburban,single,82,14,56,3.0,1,personal auto,personal l3,offer1,branch,393,two-door car,medsize,2
arizona,4025,no,basic,college,unemployed,m,0,suburban,married,119,29,54,2.0,1,personal auto,personal l3,offer3,agent,571,suv,small,2
oregon,4606,no,basic,bachelor,unemployed,m,0,suburban,single,72,8,14,2.0,8,corporate auto,corporate l1,offer1,call center,518,four-door car,medsize,2
arizona,13466,yes,basic,high school or below,disabled,f,11432,suburban,married,119,11,9,0.0,2,corporate auto,corporate l3,offer2,agent,571,suv,small,2
arizona,2588,no,basic,doctor,employed,m,46168,suburban,married,65,1,7,0.0,1,personal auto,personal l2,offer2,agent,312,four-door car,medsize,2
nevada,8275,no,premium,college,employed,f,48197,suburban,single,106,10,61,0.0,6,personal auto,personal l2,offer2,agent,508,four-door car,medsize,1
oregon,9934,no,extended,high school or below,employed,f,56379,suburban,married,125,0,59,1.0,8,corporate auto,corporate l2,offer1,agent,600,suv,medsize,2
oregon,8701,no,extended,college,unemployed,m,0,suburban,married,122,8,32,0.0,6,personal auto,personal l3,offer4,agent,684,suv,medsize,2
california,17429,no,basic,master,employed,m,41775,rural,married,109,11,80,0.0,2,personal auto,personal l3,offer1,web,104,sports car,medsize,1
nevada,2734,no,basic,high school or below,employed,m,92157,urban,single,69,19,33,0.0,1,corporate auto,corporate l3,offer2,branch,270,two-door car,medsize,1
california,8264,no,basic,high school or below,employed,f,42045,rural,married,103,7,12,0.0,3,personal auto,personal l2,offer1,agent,40,suv,medsize,2
arizona,2853,no,basic,doctor,employed,f,87455,urban,divorced,71,10,46,0.0,1,corporate auto,corporate l3,offer2,call center,329,four-door car,medsize,1
washington,7756,no,basic,college,unemployed,m,0,suburban,single,74,24,63,0.0,2,corporate auto,corporate l1,offer1,agent,532,two-door car,small,2
oregon,4657,no,basic,college,disabled,m,18024,suburban,single,65,13,1,0.0,3,personal auto,personal l3,offer1,agent,312,two-door car,medsize,1
arizona,5860,no,basic,bachelor,employed,f,38684,suburban,married,74,1,22,0.0,6,personal auto,personal l3,offer3,branch,376,two-door car,medsize,1
washington,2637,no,basic,high school or below,employed,m,54378,suburban,married,66,16,30,0.0,1,personal auto,personal l2,offer2,call center,316,four-door car,small,1
california,3847,no,extended,college,employed,m,23459,rural,married,96,17,19,0.0,1,personal auto,personal l3,offer2,branch,185,four-door car,medsize,2
oregon,3810,no,premium,high school or below,unemployed,m,0,suburban,single,108,7,57,0.0,1,personal auto,personal l2,offer2,branch,777,,,2
arizona,4734,no,basic,college,unemployed,m,0,suburban,single,67,7,75,0.0,5,personal auto,personal l3,offer3,agent,747,four-door car,medsize,1
nevada,8178,no,premium,bachelor,unemployed,m,0,suburban,single,112,17,29,0.0,7,personal auto,personal l3,offer1,call center,806,four-door car,medsize,2
california,15994,no,premium,bachelor,unemployed,m,0,suburban,single,159,19,75,0.0,2,personal auto,personal l3,offer1,web,1410,,,2
nevada,5780,yes,basic,high school or below,employed,m,51066,suburban,single,74,23,0,0.0,8,personal auto,personal l2,offer2,call center,787,four-door car,medsize,2
california,6766,no,extended,college,employed,m,20046,suburban,married,87,15,59,0.0,3,personal auto,personal l2,offer3,web,417,two-door car,medsize,2
oregon,7713,no,basic,bachelor,employed,m,45506,suburban,single,66,16,32,2.0,2,personal auto,personal l3,offer1,agent,316,four-door car,medsize,2
oregon,8401,no,extended,bachelor,unemployed,m,0,suburban,single,124,15,86,0.0,8,personal auto,personal l2,offer2,web,595,suv,medsize,1
california,3801,no,extended,high school or below,employed,f,33043,suburban,married,95,15,90,0.0,1,personal auto,personal l3,offer1,branch,456,two-door car,medsize,1
arizona,5244,no,extended,high school or below,employed,m,68131,rural,married,130,22,27,0.0,1,personal auto,personal l2,offer4,branch,226,,,1
oregon,3324,no,extended,high school or below,unemployed,m,0,suburban,married,92,13,17,0.0,1,personal auto,personal l2,offer1,agent,441,two-door car,medsize,1
arizona,2710,no,extended,college,unemployed,m,0,suburban,single,76,11,38,0.0,1,corporate auto,corporate l3,offer4,call center,547,two-door car,medsize,2
nevada,11243,no,extended,college,employed,m,66146,urban,single,96,2,38,0.0,2,personal auto,personal l3,offer4,call center,250,two-door car,medsize,2
oregon,2393,yes,basic,college,unemployed,m,0,suburban,single,70,24,10,0.0,1,personal auto,personal l3,offer1,branch,425,four-door car,medsize,1
arizona,6005,yes,extended,high school or below,employed,m,26876,suburban,single,76,17,72,0.0,8,personal auto,personal l3,offer1,agent,364,four-door car,medsize,1
oregon,10926,no,premium,high school or below,employed,m,29418,suburban,married,274,23,31,0.0,1,personal auto,personal l2,offer4,agent,1972,luxury suv,medsize,1
california,33451,no,extended,bachelor,employed,f,85689,urban,married,92,5,8,0.0,2,corporate auto,corporate l3,offer1,agent,237,four-door car,small,2
nevada,25763,no,basic,bachelor,employed,f,78804,suburban,married,71,35,93,0.0,2,personal auto,personal l3,offer3,agent,389,four-door car,medsize,1
nevada,4931,no,basic,college,unemployed,m,0,suburban,single,73,24,47,0.0,3,personal auto,personal l3,offer1,agent,525,four-door car,small,2
washington,5285,no,basic,bachelor,employed,m,40783,suburban,married,67,13,43,1.0,9,personal auto,personal l1,offer1,call center,321,four-door car,medsize,1
nevada,6698,no,basic,college,disabled,f,21114,suburban,single,180,7,59,0.0,1,personal auto,personal l3,offer1,call center,864,,,1
arizona,10359,no,basic,college,employed,m,84583,urban,married,65,6,50,0.0,2,corporate auto,corporate l1,offer2,branch,238,four-door car,small,2
california,12883,no,premium,bachelor,employed,m,34148,urban,married,109,27,30,0.0,2,personal auto,personal l2,offer1,agent,451,four-door car,medsize,2
nevada,24610,no,extended,bachelor,employed,m,72786,urban,married,76,10,9,0.0,2,personal auto,personal l1,offer4,agent,363,,,2
california,7200,yes,basic,college,unemployed,f,0,suburban,married,66,16,77,0.0,2,personal auto,personal l3,offer2,agent,316,four-door car,medsize,1
california,3919,yes,extended,high school or below,employed,f,66676,suburban,married,97,0,40,0.0,1,personal auto,personal l1,offer3,agent,558,four-door car,small,1
washington,8286,no,basic,bachelor,employed,f,40001,rural,divorced,70,26,7,0.0,2,personal auto,personal l3,offer1,branch,142,four-door car,medsize,2
california,14980,no,extended,bachelor,unemployed,f,0,suburban,single,222,26,50,0.0,8,personal auto,personal l2,offer1,branch,1123,luxury car,medsize,1
california,2781,no,basic,high school or below,unemployed,f,0,suburban,single,74,8,13,0.0,1,personal auto,personal l3,offer4,web,532,four-door car,medsize,2
california,5979,yes,extended,high school or below,employed,f,57693,suburban,divorced,76,16,56,0.0,3,personal auto,personal l2,offer2,agent,547,four-door car,medsize,2
arizona,5061,no,basic,high school or below,unemployed,m,0,suburban,married,68,19,16,0.0,8,personal auto,personal l3,offer3,call center,326,two-door car,medsize,2
washington,2128,no,basic,bachelor,unemployed,f,0,suburban,single,65,19,54,2.0,1,personal auto,personal l1,offer1,agent,312,four-door car,medsize,1
oregon,2537,no,basic,high school or below,employed,m,25506,suburban,married,65,10,16,0.0,1,personal auto,personal l3,offer3,branch,312,two-door car,medsize,1
oregon,2111,no,basic,college,unemployed,f,0,suburban,single,74,5,75,4.0,1,personal auto,personal l2,offer3,branch,369,four-door car,large,1
,2287,no,basic,bachelor,employed,f,69024,urban,married,61,15,32,0.0,1,personal auto,personal l2,offer2,web,238,four-door car,medsize,2
washington,3479,no,premium,high school or below,unemployed,m,0,suburban,single,104,13,29,0.0,1,personal auto,personal l2,offer3,branch,499,two-door car,medsize,1
california,4879,no,basic,bachelor,employed,f,58580,suburban,married,61,5,53,0.0,3,personal auto,personal l3,offer1,agent,292,four-door car,medsize,2
oregon,9409,no,basic,master,employed,m,76847,rural,single,118,16,52,0.0,3,corporate auto,corporate l3,offer1,call center,31,suv,medsize,2
oregon,5737,no,basic,bachelor,employed,f,56455,suburban,married,73,17,5,2.0,8,personal auto,personal l1,offer1,agent,350,four-door car,small,1
washington,5625,no,basic,college,employed,m,97095,urban,married,70,4,8,0.0,5,personal auto,personal l1,offer4,branch,208,four-door car,large,2
nevada,7406,no,basic,bachelor,employed,f,38169,rural,married,62,18,82,0.0,2,corporate auto,corporate l2,offer1,branch,71,,,2
california,4556,no,basic,bachelor,medical leave,m,25617,suburban,divorced,63,15,3,0.0,3,personal auto,personal l3,offer2,call center,302,two-door car,medsize,2
oregon,7212,no,extended,high school or below,unemployed,m,0,suburban,married,97,26,25,0.0,3,corporate auto,corporate l2,offer1,agent,498,two-door car,small,1
california,7868,no,basic,high school or below,employed,m,57340,rural,single,67,7,19,0.0,2,corporate auto,corporate l3,offer1,agent,159,four-door car,medsize,1
nevada,3964,no,premium,bachelor,employed,f,60817,suburban,single,103,3,79,1.0,1,personal auto,personal l2,offer2,web,494,four-door car,medsize,1
washington,2305,no,basic,high school or below,unemployed,f,0,suburban,married,62,14,81,0.0,1,corporate auto,corporate l3,offer1,call center,297,four-door car,medsize,2
california,2764,no,basic,bachelor,employed,m,61085,suburban,married,70,27,34,1.0,1,personal auto,personal l3,offer2,branch,336,two-door car,medsize,1
california,14696,no,extended,college,employed,m,45345,suburban,married,125,0,73,0.0,2,personal auto,personal l1,offer1,agent,600,suv,medsize,1
oregon,2797,no,basic,college,employed,m,63223,suburban,married,71,3,72,0.0,1,personal auto,personal l1,offer3,web,397,two-door car,small,1
oregon,8105,no,basic,bachelor,medical leave,m,20815,suburban,married,110,7,35,0.0,9,personal auto,personal l3,offer1,agent,528,suv,medsize,2
california,9283,no,extended,high school or below,employed,m,24314,suburban,married,235,20,60,0.0,1,personal auto,personal l3,offer2,call center,1128,luxury suv,medsize,1
arizona,2141,no,basic,bachelor,unemployed,m,0,suburban,married,61,5,90,0.0,1,personal auto,personal l2,offer4,call center,437,four-door car,medsize,2
